J06083481+2432525 092.145061 +24.547927                 19.2050  0.0313  0.958375
J06082349+2416143 092.097877 +24.270627 19.2872  0.0778 19.4446  0.0516  0.958357
J06082446+2404049 092.101936 +24.068022 20.6299  0.0502 19.1138  0.0501  0.957891
J06082126+2420058 092.088583 +24.334935                 19.1485  0.0505  0.957861
J06091166+2415522 092.298581 +24.264491 23.3712  0.0698 21.8078  0.0793  0.957851
J06080995+2421556 092.041462 +24.365449                 17.3234  0.0501  0.957648
J06094122+2421232 092.421755 +24.356457 20.3287  0.0502 18.8224  0.0501  0.957595
J06080957+2417539 092.039874 +24.298306                 18.8694  0.0501  0.957235
J06082482+2359190 092.103401 +23.988606 18.1473  0.0500 16.9762  0.0500  0.956907
J06090387+2409013 092.266139 +24.150371 19.6773  0.0501 18.1352  0.0500  0.956826
J06080273+2425454 092.011357 +24.429265                 19.0647  0.0501  0.956715
J06081002+2427298 092.041769 +24.458268                 16.5031  0.0302  0.956652
J06093221+2427513 092.384210 +24.464254                 22.0981  0.0561  0.956300
J06090365+2413271 092.265207 +24.224196 22.5250  0.0559 21.0124  0.0509  0.956297
J06083623+2415524 092.150979 +24.264554 21.2682  0.0507 19.7248  0.0522  0.956008
J06084064+2419100 092.169337 +24.319437 20.4201  0.0502 18.8427  0.0501  0.955937
J06094366+2419490 092.431910 +24.330265 23.7234  0.0825 22.0427  0.0546  0.955738
J06092214+2424599 092.342262 +24.416644                 19.3508  0.0501  0.955701
J06101225+2421217 092.551049 +24.356036                 21.2122  0.0513  0.955594
J06080085+2418301 092.003528 +24.308350                 23.0738  0.0689  0.955545
J06081890+2426217 092.078765 +24.439366                 18.7641  0.0501  0.955494
J06075462+2439354 091.977596 +24.659823                 20.9837  0.1489  0.955373
J06082948+2415279 092.122853 +24.257749 20.3746  0.0399 18.8463  0.0314  0.955257
J06084885+2428475 092.203547 +24.479874                 17.8189  0.0500  0.955194
J06095934+2411341 092.497233 +24.192801                 21.3650  0.0514  0.955140
J06092608+2410306 092.358665 +24.175161 22.7634  0.0549 21.0990  0.0508  0.955070
J06083335+2402101 092.138978 +24.036142 21.1545  0.0504 19.5804  0.0501  0.954636
J06085511+2416241 092.229622 +24.273374 20.5211  0.0502 18.9485  0.0504  0.954560
J06074784+2432003 091.949353 +24.533428                 21.6811  0.0901  0.954506
J06085497+2429265 092.229049 +24.490696                 18.5387  0.0500  0.954382
J06110935+2408062 092.788957 +24.135067 21.0427  0.0586 19.1598  0.0501  0.954110
J06085421+2415022 092.225885 +24.250619                 22.2684  0.0636  0.954102
J06091644+2435521 092.318510 +24.597796                 21.6278  0.0883  0.953760
J06085650+2413140 092.235436 +24.220563                 23.1014  0.0661  0.953717
J06082815+2433210 092.117312 +24.555832                 21.2111  0.1321  0.953555
J06084387+2406262 092.182783 +24.107268 20.9519  0.0514 19.3956  0.0501  0.953440
J06080135+2413501 092.005644 +24.230590                 22.3600  0.0577  0.953349
J06085549+2407406 092.231210 +24.127933                 21.3454  0.0609  0.953339
J06081883+2413446 092.078449 +24.229051                 21.8285  0.0527  0.953270
J06083693+2419214 092.153865 +24.322603 20.5075  0.0502 18.8957  0.0521  0.953154
J06090569+2429495 092.273697 +24.497090                 19.2544  0.0501  0.953084
J06093306+2409158 092.387739 +24.154400                 22.5593  0.0653  0.953030
J06084176+2423559 092.174003 +24.398865                 21.5015  0.0516  0.952894
J06081940+2408054 092.080852 +24.134835 18.4199  0.0303 17.2161  0.0500  0.952667
J06082062+2407453 092.085901 +24.129243                 18.5485  0.0525  0.952622
J06094071+2434443 092.419613 +24.578969                 21.6312  0.3524  0.952550
J06094788+2408502 092.449513 +24.147283 22.7196  0.1496 20.2086  0.1248  0.952533
J06091106+2417119 092.296074 +24.286645 20.6744  0.0503 18.9795  0.0501  0.952491
J06085641+2420204 092.235028 +24.338999                 22.4953  0.0798  0.952242
J06082650+2422422 092.110437 +24.378382                 21.5008  0.0512  0.952119
J06091388+2403187 092.307839 +24.055197 22.5527  0.0562 20.9199  0.0506  0.952105
J06075092+2416505 091.962169 +24.280682 22.3514  0.0552 20.7979  0.0506  0.951951
J06083300+2430109 092.137491 +24.503026                 21.1077  0.0507  0.951660
J06085304+2410455 092.221001 +24.179296 21.0052  0.0503 19.4386  0.0501  0.951630
J06095137+2418350 092.464058 +24.309731                 22.7210  0.0601  0.951198
J06090893+2432369 092.287195 +24.543587                 19.2063  0.0323  0.950932
J06095394+2418425 092.474768 +24.311798                 22.8265  0.0631  0.950903
J06082200+2412524 092.091664 +24.214564                 21.0809  0.0513  0.950547
J06091360+2418504 092.306672 +24.314012                 22.8964  0.0672  0.950540
J06090556+2433149 092.273184 +24.554136                                  0.950505
J06102386+2410078 092.599408 +24.168836                 22.3336  0.0802  0.950488
J06101113+2415305 092.546379 +24.258461 20.5099  0.0420 18.9613  0.0501  0.950407
J06100438+2415440 092.518251 +24.262213 20.8128  0.1147 19.2440  0.0330  0.950216
J06083931+2418341 092.163799 +24.309461 20.5546  0.0502 18.9708  0.0501  0.950130
J06083842+2411004 092.160068 +24.183451 22.4752  0.0577 20.8057  0.0508  0.949866
J06090605+2437008 092.275227 +24.616893                 18.6167  0.0337  0.949624
J06090882+2413030 092.286768 +24.217491                 23.0206  0.0700  0.949436
J06093735+2426014 092.405616 +24.433718                 21.5473  0.0517  0.949250
J06083521+2417154 092.146688 +24.287608 16.9618  0.0500 16.0383  0.0500  0.948993
J06091071+2430326 092.294618 +24.509048                 21.5313  0.0520  0.948963
J06090739+2426265 092.280774 +24.440706                 21.9284  0.0590  0.948926
J06075451+2413420 091.977133 +24.228340 22.5991  0.0546 21.0144  0.0507  0.948727
J06083366+2429166 092.140244 +24.487938                 21.3681  0.0522  0.948718
J06081124+2407085 092.046819 +24.119035                 23.3830  0.0804  0.948692
J06090394+2408245 092.266400 +24.140144 21.1090  0.0505 19.4954  0.0501  0.948400
J06104047+2421483 092.668628 +24.363410 18.4761  0.0338 17.3315  0.0500  0.948344
J06092655+2341466 092.360631 +23.696287 22.6173  0.0563 21.0087  0.0518  0.947922
J06095618+2414449 092.484102 +24.245817                 22.8991  0.0623  0.947890
